Security Code,Issuer Name,Security Id,ISIN No,Industry
540359,Parmax Pharma Limited,PARMAX,INE240T01014,Pharmaceuticals
540360,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,LLFICL,INE715Q01029,Non Banking Financial Company (NBFC)
540361,DANUBE INDUSTRIES LIMITED,DANUBE,INE575D01041,Trading & Distributors
540366,Music Broadcast Limited,RADIOCITY,INE919I01024,Media & Entertainment
540376,Avenue Supermarts Limited,DMART,INE192R01011,Diversified Retail
540377,IFL ENTERPRISES LIMITED,IFL,INE714U01016,Trading & Distributors
540385,KD LEISURES LIMITED,KDLL,INE081R01016,Other Financial Services
540386,Ontic Finserve Limited,ONTIC,INE989S01042,Other Financial Services
540393,Sarthak Metals Limited,SMLT,INE017W01010,Iron & Steel Products
540395,Chemcrux Enterprises Limited,CHEMCRUX,INE298W01016,Specialty Chemicals
540396,Manomay Tex India Limited,MANOMAY,INE784W01015,Other Textile Products
540401,Maximus International Limited,MAXIMUS,INE544W01021,Trading & Distributors
540402,Manas Properties Limited,MANAS,INE800W01019,Residential- Commercial Projects
540403,CL Educate Limited,CLEDUCATE,INE201M01029,Education
540404,PRIME FRESH LIMITED,PRIMEFRESH,INE442V01012,Other Agricultural Products
540405,Oceanic Foods Limited,OCEANIC,INE711V01010,Other Food Products
540416,Octaware Technologies Limited,OCTAWARE,INE208U01019,IT Enabled Services
540425,Shankara Building Products Limited,SHANKARA,INE274V01019,Speciality Retail
540455,Escorp Asset Management Limited,ESCORP,INE953W01016,Other Financial Services
540467,PARMESHWARI SILK MILLS LIMITED,PARMSILK,INE808R01012,Gems- Jewellery And Watches
540468,KMS Medisurgi Limited,KMSMEDI,INE870V01014,Medical Equipment & Supplies
540481,Classic Leasing & Finance Ltd.,CLFL,INE949C01016,Other Financial Services
540492,STARLINEPS ENTERPRISES LIMITED,STARLENT,INE594W01034,Trading - Minerals
540497,S Chand And Company Limited,SCHAND,INE807K01035,Printing & Publication
540515,KANUNGO FINANCIERS LIMITED,KANUNGO,INE453S01015,Other Financial Services
540519,Meera Industries Limited,MEERA,INE343X01018,Industrial Products
540530,Housing &Urban Development Corporation Ltd.,HUDCO,INE031A01017,Financial Institution
540544,PSP Projects Limited,PSPPROJECT,INE488V01015,Civil Construction
540545,Bhakti Gems And Jewellery Limited,BGJL,INE986W01016,Gems- Jewellery And Watches
540550,Yug Decor Limited,YUG,INE796W01019,Specialty Chemicals
540570,VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN,INE717F01028,Trading & Distributors
540575,Star Cement Limited,STARCEMENT,INE460H01021,Cement & Cement Products
540590,Riddhi Corporate Services Limited,RIDDHICORP,INE325X01015,IT Enabled Services
540595,Tejas Networks Limited,TEJASNET,INE010J01012,Telecom -  Equipment & Accessories
540596,Eris Lifesciences Limited,ERIS,INE406M01024,Pharmaceuticals
540597,Containerway International Limited,CONTAINER,INE319U01022,Logistics Solution Provider
540602,GTPL Hathway Limited,GTPL,INE869I01013,TV Broadcasting & Software Production
540611,AU Small Finance Bank Limited,AUBANK,INE949L01017,Other Bank
540612,ICICI Prudential Mutual Fund,ICICILOVOL,INF109KB10T8, 
540613,Gautam Exim Limited,GEL,INE721X01015,Trading & Distributors
540614,G G Engineering Limited,GGENG,INE694X01030,Heavy Electrical Equipment
540615,7NR Retail Limited,7NR,INE413X01027,Speciality Retail
540642,Salasar Techno Engineering Limited,SALASAR,INE170V01027,Industrial Products
540647,Ganges Securities Ltd.,GANGESSEC,INE335W01016,Investment Company
540648,Palash Securities Limited,PALASHSEC,INE471W01019,Packaged Foods
540649,AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR,INE349W01017,Sugar
540650,Magadh Sugar & Energy Limited,MAGADHSUGAR,INE347W01011,Sugar
540651,Jigar Cables Limited,JIGAR,INE943X01015,Other Electrical Equipment
540652,Captain Technocast Limited,CTCL,INE931X01010,Industrial Products
540653,Sintex Plastics Technology Ltd.,SINTEXPLAST,INE501W01021,Plastic Products - Industrial
540654,GlobalSpace Technologies Limited,GSTL,INE632W01016,Computers - Software & Consulting
540669,UTI Mutual Fund,UTINEXT50,INF789F1AUW9, 
540673,SIS LIMITED,SIS,INE285J01028,Diversified Commercial Services
540678,Cochin Shipyard Limited,COCHINSHIP,INE704P01017,Ship Building & Allied Services
540679,SMS Lifesciences India Ltd,SMSLIFE,INE320X01016,Pharmaceuticals
540680,KIOCL Limited,KIOCL,INE880L01014,Sponge Iron
540681,CHOTHANI FOODS LIMITED,CHOTHANI,INE344X01016,Packaged Foods
540686,Smruthi Organics Limited,SMRUTHIORG,INE172E01011,Pharmaceuticals
540691,Aditya Birla Capital Ltd,ABCAPITAL,INE674K01013,Life Insurance
540692,Apex Frozen Foods Limited,APEX,INE346W01013,Seafood
540693,Shish Industries Limited,SHISHIND,INE145Y01015,Plastic Products - Industrial
540694,ANG Lifesciences India Limited,ANG,INE236W01016,Pharmaceuticals
540695,Dhruv Wellness Limited,DWL,INE109Y01011,Trading & Distributors
540696,KCD INDUSTRIES INDIA LIMITED,KCDGROUP,INE185U01027,Trading & Distributors
540699,Dixon Technologies (India) Limited,DIXON,INE935N01020,Consumer Electronics
540700,Bharat Road Network Limited,BRNL,INE727S01012,Civil Construction
540701,Dishman Carbogen Amcis Limited,DCAL,INE385W01011,Pharmaceuticals
540702,Lasa Supergenerics Limited,LASA,INE670X01014,Pharmaceuticals
540703,PRO CLB GLOBAL LIMITED,PROCLB,INE438C01010,Consulting Services
540704,Matrimony.com Limited,MATRIMONY,INE866R01028,Internet & Catalogue Retail
540709,Reliance Home Finance Limited,RELHOME,INE217K01011,Housing Finance Company
540710,Capacit'e Infraprojects Limited,CAPACITE,INE264T01014,Civil Construction
540715,Sagar Diamonds Limited,SAGAR,INE146Y01013,Gems- Jewellery And Watches
540716,ICICI Lombard General Insurance Company Limited ,ICICIGI,INE765G01017,General Insurance
540717,Polo Queen Industrial and Fintech Limited ,PQIF,INE689M01025,Trading & Distributors
540718,AKM CREATIONS LIMITED,AKM,INE777X01017,Other Textile Products
540719,SBI Life Insurance Company Limited,SBILIFE,INE123W01016,Life Insurance
540724,Prataap Snacks Limited,DIAMONDYD,INE393P01035,Packaged Foods
540725,Share India Securities Limited,SHAREINDIA,INE932X01018,Stockbroking & Allied
540726,Trident Texofab Limited,TTFL,INE071Y01013,Other Textile Products
540727,Poojawestern Metaliks Limited,POOJA,INE973X01012,Other Industrial Products
540728,Sayaji Industries Limited,SAYAJIIND,INE327G01032,Other Agricultural Products
540729,Vanta Bioscience Limited,VANTABIO,INE695X01011,Healthcare Research- Analytics & Technology
540730,Mehai Technology  Limited,MEHAI,INE062Y01012,Trading & Distributors
540735,IRIS Business Services Limited,IRIS,INE864K01010,IT Enabled Services
540737,Shree Ganesh Remedies Limited,SGRL,INE414Y01015,Pharmaceuticals
540738,Shreeji Translogistics Limited,STL,INE402Y01010,Logistics Solution Provider
540743,Godrej Agrovet Limited,GODREJAGRO,INE850D01014,Animal Feed
540749,MAS Financial Services Limited,MASFIN,INE348L01012,Non Banking Financial Company (NBFC)
540750,Indian Energy Exchange Limited,IEX*,INE022Q01020,Exchange and Data Platform
540755,General Insurance Corporation of India,GICRE,INE481Y01014,General Insurance
540756,Kaarya Facilities and Services Limited,KAARYAFSL,INE282Y01016,Diversified Commercial Services
540757,SHEETAL COOL PRODUCTS LIMITED,SCPL,INE501Y01019,Dairy Products
540762,Tube Investments of India Ltd,TIINDIA,INE974X01010,Auto Components & Equipments
540767,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA,INE298J01013,Asset Management Company
540768,Mahindra Logistics Limited,MAHLOG,INE766P01016,Logistics Solution Provider
540769,The New India Assurance Company Limited,NIACL,INE470Y01017,General Insurance
540774,IFGL Refractories Limited,IFGLEXPOR,INE133Y01011,Electrodes & Refractories
540775,Khadim India Limited,KHADIM,INE834I01025,Footwear
540776,5paisa Capital Limited,5PAISA,INE618L01018,Stockbroking & Allied
540777,HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE,INE795G01014,Life Insurance
540782,Sanghvi Brands Limited,SBRANDS,INE204Y01010,Hotels & Resorts
540786,SHARIKA ENTERPRISES LIMITED,SHARIKA,INE669Y01022,Trading & Distributors
540787,ICICI Prudential Mutual Fund,ICICIB22,INF109KB15Y7, 
540788,Aspira Pathlab & Diagnostics Limited,ASPIRA,INE500C01017,Healthcare Service Provider
540789,Diligent Media Corporation Limited,DNAMEDIA,INE016M01021,Print Media
540795,Dynamic Cables Limited,DYNAMIC,INE600Y01019,Cables - Electricals
540796,Ratnabhumi Developers Limited,RATNABHUMI,INE821Y01011,Residential- Commercial Projects
540797,Shalby Limited,SHALBY,INE597J01018,Hospital
540798,Future Supply Chain Solutions Limited,FSC,INE935Q01015,Logistics Solution Provider
540809,MRC AGROTECH LIMITED,MRCAGRO,INE333Y01017,Trading & Distributors
540811,Diggi Multitrade Limited,DML,INE158R01012,Trading & Distributors
540821,SADHNA BROADCAST LTD,SADHNA,INE994R01028,TV Broadcasting & Software Production
540823,Vitesse Agro Limited,VITESSE,INE550U01014,Trading & Distributors
540824,Astron Paper & Board Mill Limited,ASTRON,INE646X01014,Paper & Paper Products
540829,Chandrima Mercantiles limited ,CHANDRIMA,INE371F01016,Trading & Distributors
540843,Rithwik Facility Management Services Limited,RITHWIKFMS,INE819Y01015,Diversified Commercial Services
540874,7SEAS ENTERTAINMENT LIMITED,7SEASL,INE454F01010,Digital Entertainment
540879,Apollo Micro Systems Limited,APOLLO,INE713T01010,Aerospace & Defense
540900,Newgen Software Technologies Limited,NEWGEN,INE619B01017,IT Enabled Services
540901,Praxis Home Retail Limited ,PRAXIS,INE546Y01022,Speciality Retail
540902,Amber Enterprises India Limited,AMBER,INE371P01015,Household Appliances
540904,TIRUPATI FOAM LIMITED,TIRUFOAM,INE115G01015,Furniture- Home Furnishing
540914,SRU Steels Limited,SRUSTEELS,INE425C01017,Trading & Distributors
540923,Ashoka Metcast Limited,AML,INE760Y01011,Civil Construction
540935,Galaxy Surfactants Limited,GALAXYSURF,INE600K01018,Specialty Chemicals
540936,Gautam Gems Limited,GGL,INE063Z01017,Gems- Jewellery And Watches
540937,MEDICO REMEDIES LIMITED,MEDICO,INE630Y01016,Pharmaceuticals
540938,Gujarat Hy-Spin Limited,GUJHYSPIN,INE578V01013,Other Textile Products
540952,LORENZINI APPARELS LIMITED,LAL,INE740X01015,Garments & Apparels
540953,Kenvi Jewels Limited,KENVI,INE923Y01015,Gems- Jewellery And Watches
540954,The Indian Wood Products Co. Ltd.,IWP,INE586E01020,Forest Products
540955,Tasty Dairy Specialities Limited,TDSL,INE773Y01014,Dairy Products
540956,Bhatia Communications & Retail (India) Limited,BHATIA,INE341Z01025,Speciality Retail
540961,Shiva Mills Limited,SHIVAMILLS,INE644Y01017,Other Textile Products
540975,Aster DM Healthcare Limited,ASTERDM,INE914M01019,Hospital
540980,The Yamuna Syndicate Ltd ,YSL,INE868X01014,Trading & Distributors
540981,Kotak Mahindra Mutual Fund,KTINDF4RG,INF174KA1GD3, 
540982,Kotak Mahindra Mutual Fund,KTINDF4RD,INF174KA1GE1, 
540983,Kotak Mahindra Mutual Fund,KTINDF4DG,INF174KA1GG6, 
540984,Kotak Mahindra Mutual Fund,KTINDF4DD,INF174KA1GF8, 
541005,KANCO TEA & INDUSTRIES LIMITED,KANCOTEA,INE398L01017,Tea & Coffee
541006,Angel Fibers Limited,ANGEL,INE339Z01011,Other Textile Products
541019,H.G. Infra Engineering Limited,HGINFRA,INE926X01010,Civil Construction
541083,Inflame Appliances Limited,INFLAME,INE464Z01017,Houseware
541096,Bharat Parenterals Limited,BPLPHARMA,INE365Y01019,Pharmaceuticals
541112,Shreeshay Engineers Limited,SHREESHAY,INE452Z01012,Civil Construction
541133,APEX CAPITAL AND FINANCE LIMITED,ACFL,INE758W01019,Non Banking Financial Company (NBFC)
541143,Bharat Dynamics Limited,BDL,INE171Z01018,Aerospace & Defense
541144,Active Clothing Co  Limited,ACTIVE,INE380Z01015,Garments & Apparels
541151,Ridings Consulting Engineers India Limited,RIDINGS,INE314Z01014,Consulting Services
541152,GOYAL ALUMINIUMS LIMITED,GOYALALUM,INE705X01018,Trading & Distributors
541153,Bandhan Bank Limited,BANDHANBNK,INE545U01014,Private Sector Bank
541154,Hindustan Aeronautics Limited,HAL,INE066F01012,Aerospace & Defense
541161,KBC GLOBAL LIMITED,KBCGLOBAL,INE278R01034,Residential- Commercial Projects
541163,Sandhar Technologies Limited,SANDHAR,INE278H01035,Auto Components & Equipments
541167,YASHO INDUSTRIES LIMITED,YASHO,INE616Z01012,Specialty Chemicals
541178,Benara Bearings and Pistons Limited,BENARA,INE495Z01011,Industrial Products
541179,ICICI Securities Limited,ISEC,INE763G01038,Stockbroking & Allied
541195,Mishra Dhatu Nigam Limited,MIDHANI,INE099Z01011,Aerospace & Defense
541196,Lex Nimble Solutions Limited,LEX,INE860Y01019,Consulting Services
541206,Orissa Bengal Carrier Limited,OBCL,INE426Z01016,Logistics Solution Provider
541228,Taylormade Renewables Limited,TRL,INE459Z01017,Industrial Products
541233,Lemon Tree Hotels Limited,LEMONTREE,INE970X01018,Hotels & Resorts
541269,Chemfab Alkalis Ltd,CHEMFABALKA,INE783X01023,Commodity Chemicals
541276,HARDWYN INDIA LIMITED,HARDWYN,INE626Z01011,Trading & Distributors
541299,DR LALCHANDANI LABS LIMITED,DLCL,INE871Z01013,Healthcare Service Provider
541301,Orient Electric Limited,ORIENTELEC,INE142Z01019,Consumer Electronics
541302,Dhruv Consultancy Services Limited,DHRUV,INE506Z01015,Consulting Services
541303,Akshar Spintex Limited,AKSHAR,INE256Z01017,Other Textile Products
541304,Indo US Bio-Tech Limited,INDOUS,INE250Z01010,Other Agricultural Products
541313,ICICI Prudential Mutual Fund,ICICI500,INF109KC1V59, 
541336,IndoStar Capital Finance Limited,INDOSTAR,INE896L01010,Non Banking Financial Company (NBFC)
541337,Milestone Furniture Limited,MILEFUR,INE424Z01011,Furniture- Home Furnishing
541338,U. H. ZAVERI LIMITED,UHZAVERI,INE556Z01010,Gems- Jewellery And Watches
541347,Parvati Sweetners and Power Ltd.,PARVATI,INE295Z01015,Sugar
541352,Megastar Foods Limited,MEGASTAR,INE00EM01016,Other Food Products
541353,Innovators Facade Systems Limited,INNOVATORS,INE870Z01015,Industrial Products
541400,ZIM Laboratories Limited,ZIMLAB,INE518E01015,Pharmaceuticals
541402,Affordable Robotic & Automation Limited,AFFORDABLE,INE692Z01013,Industrial Products
541403,Dollar Industries Limited,DOLLAR,INE325C01035,Garments & Apparels
541418,NAKODA GROUP OF INDUSTRIES LIMITED,NGIL,INE236Y01012,Packaged Foods
541444,Palm Jewels Limited,PALMJEWELS,INE838Z01012,Trading & Distributors
541445,Waa Solar Limited,WAA,INE799N01012,Power Generation
541450,Adani Green Energy Limited,ADANIGREEN,INE364U01010,Power Generation
541503,Unick Fix-A- Form and Printers Limited,UNICK,INE250G01010,Printing & Publication
541540,SOLARA ACTIVE PHARMA SCIENCES LIMITED,SOLARA,INE624Z01016,Pharmaceuticals
541546,GAYATRI HIGHWAYS LTD,GAYAHWS,INE287Z01012,Civil Construction
541556,RITES Limited,RITES,INE320J01015,Civil Construction
541557,Fine Organic Industries Limited,FINEORG,INE686Y01026,Specialty Chemicals
541578,Varroc Engineering Limited,VARROC,INE665L01035,Auto Components & Equipments
541601,Rajnish Wellness Limited,RAJNISH,INE685Z01033,Pharmaceuticals
541633,Sophia Traexpo Limited,STRAEXPO,INE268X01017,Paper & Paper Products
541634,Raw Edge Industrial Solutions Limited,RAWEDGE,INE960Z01014,Industrial Minerals
541700,TCNS Clothing Co. Limited,TCNSBRANDS,INE778U01029,Garments & Apparels
541701,Supershakti Metaliks Limited,SUPERSHAKT,INE00SY01011,Iron & Steel Products
541702,Ashnisha Industries Limited,ASHNI,INE694W01024,Trading & Distributors
541703,Ganesh Films India Limited,GFIL,INE00WY01013,Speciality Retail
541729,HDFC Asset Management Company Limited,HDFCAMC,INE127D01025,Asset Management Company
541735,Vivanta Industries Limited,VIVANTA,INE299W01014,Civil Construction
541741,Tinna Trade Limited,TINNATFL,INE401Z01019,Trading & Distributors
541770,CreditAccess Grameen Ltd.,CREDITACC,INE741K01010,Microfinance Institutions
541771,AMIN TANNERY LIMITED,AMINTAN,INE572Z01017,Leather And Leather Products
541778,Deep Polymers Limited,DEEP,INE00IY01012,Specialty Chemicals
541799,Sungold Media and Entertainment Limited,SMEL,INE266S01011,Advertising & Media Agencies
541809,ICICI Prudential Mutual Fund,ICICINXT50,INF109KC1NS5, 
541865,Add-Shop E-Retail Limited,ASRL,INE01B501018,E-Retail/ E-Commerce
541890,Space Incubatrics Technologies Limited,SPACEINCUBA,INE797Z01010,Computers - Software & Consulting
541929,Synergy Green Industries Limited,SGIL,INE00QT01015,Castings & Forgings
541945,Ranjeet Mechatronics Limited,RANJEET,INE01A501019,Civil Construction
541956,IRCON International Ltd,IRCON,INE962Y01021,Civil Construction
541967,SKY GOLD LIMITED,SKYGOLD,INE01IU01018,Gems- Jewellery And Watches
541972,SBI Mutual Fund,SETFSN50,INF200KA1VQ2, 
541973,Mac Hotels Limited,MACH,INE004Z01011,Hotels & Resorts
541974,Manorama Industries Limited,MANORAMA,INE00VM01010,Other Food Products
541983,Innovative Ideals and Services (India) Limited,INNOVATIVE,INE492Y01011,Diversified Commercial Services
541988,AAVAS Financiers Limited,AAVAS,INE216P01012,Housing Finance Company
542011,Garden Reach Shipbuilders & Engineers Limited,GRSE,INE382Z01011,Aerospace & Defense
542012,A-1 Acid Limited,AAL,INE911Z01017,Trading - Chemicals
542013,Dolfin Rubbers Limited,DOLFIN,INE666Y01010,Tyres & Rubber Products
542019,Shubham Polyspin Limited,SHUBHAM,INE01J501010,Other Textile Products
542020,AKI India Limited,AKI,INE642Z01018,Gems- Jewellery And Watches
542025,Sun Retail Limited,SUNRETAIL,INE206Z01020,Trading & Distributors
542034,S. M. Gold Limited,SMGOLD,INE00Q901014,Gems- Jewellery And Watches
542046,VIVID MERCANTILE LIMITED,VIVIDM,INE647Z01017,Residential- Commercial Projects
542057,BCPL Railway Infrastructure Limited,BCPL,INE00SW01015,Civil Construction
542066,ADANI TOTAL GAS LIMITED,ATGL,INE399L01023,LPG/CNG/PNG/LNG Supplier
542117,Netripples Software Limited,NETRIPPLES,INE478B01018,Computers - Software & Consulting
542123,The Phosphate Company Limited,PHOSPHATE,INE398C01016,Fertilizers
542131,Mirae Asset Mutual Fund,MAN50ETF,INF769K01EG9, 
542141,Techno Electric & Engineering Company Limited,TECHNOE*,INE285K01026,Civil Construction
542145,Roni Households Limited,RONI,INE02AP01013,Trading & Distributors
542146,Shree Krishna Infrastructure Limited,SKIFL,INE951Z01013,Residential- Commercial Projects
542155,Diksha Greens Limited,DGL,INE01GR01018,Trading & Distributors
542176,Aryan Share & Stock Brokers Ltd.,ARYAN,INE016X01010,Other Financial Services
542206,NIVAKA FASHIONS LIMITED,NIVAKA,INE139E01028,Trading - Textile Products
542216,DALMIA BHARAT LIMITED,DALBHARAT,INE00R701025,Cement & Cement Products
542230,Aditya Birla Sun Life Mutual Fund,ABSLNN50ET,INF209KB16D7, 
542231,Nila Spaces Ltd,NILASPACES,INE00S901012,Residential- Commercial Projects
542232,Shankar Lal Rampal Dye-Chem Limited,SRD,INE01NE01012,Trading - Chemicals
542233,Trejhara Solutions Limited,TREJHARA,INE00CA01015,Computers - Software & Consulting
542244,Axis Mutual Fund,AXISCCDID,INF846K01K76, 
542245,Axis Mutual Fund,AXISCCDGG,INF846K01K68, 
542246,Axis Mutual Fund,AXISCCDPD,INF846K01K92, 
542247,Axis Mutual Fund,AXISCCGPG,INF846K01K84, 
542248,Deccan Health Care Limited,DECCAN,INE452W01019,Healthcare Service Provider
542285,Axita Cotton Limited,AXITA,INE02EZ01022,Other Textile Products
542323,KPI Green Energy Limited,KPIGREEN,INE542W01017,Power Generation
542332,Hi-Klass Trading and Investment Limited,HIKLASS,INE302R01024,Other Financial Services
542333,RPSG VENTURES LIMITED,RPSGVENT,INE425Y01011,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
542337,Spencer's Retail Limited,SPENCER,INE020801028,Diversified Retail
542351,Gloster Ltd,GLOSTERLTD,INE350Z01018,Jute & Jute Products
542367,Xelpmoc Design and Tech Limited,XELPMOC,INE01P501012,Software Products
542376,SPA Capital Services Limited,SPACAPS,INE726X01014,Other Financial Services
542383,Ritco Logistics Limited,RITCO,INE01EG01016,Logistics Solution Provider
542399,Chalet Hotels Limited,CHALET,INE427F01016,Hotels & Resorts
542437,Anmol India Limited,ANMOL,INE02AR01019,Trading Coal
542446,Jonjua Overseas Limited,JONJUA,INE793Z01027,Consulting Services
542459,Kranti Industries Limited,KRANTI,INE911T01010,Auto Components & Equipments
542460,The Anup Engineering Ltd,ANUP,INE294Z01018,Industrial Products
542484,Arvind Fashions Limited,ARVINDFASN,INE955V01021,Speciality Retail
542513,UTI Mutual Fund,UTISXN50,INF789F1AUU3, 
542524,AMBASSADOR INTRA HOLDINGS LIMITED,AIHL,INE342U01016,Trading & Distributors
542544,Jyot International Marketing Limited,JYOTIN,INE043R01016,Other Financial Services
542579,Ashapuri Gold Ornament Limited,AGOL,INE05FR01011,Gems- Jewellery And Watches
542580,Aartech Solonics Limited,AARTECH,INE01C001018,Heavy Electrical Equipment
542592,Humming Bird Education Limited,HBEL,INE02PC01019,Education
542597,MSTC Limited,MSTC,INE255X01014,Trading & Distributors
542599,Roopshri Resorts Limited,ROOPSHRI,INE03WT01017,Hotels & Resorts
542627,Chandni Machines Limited,CHANDNIMACH,INE01GZ01011,Trading & Distributors
542628,Northern Spirits Limited,NSL,INE01BL01012,Trading & Distributors
542649,Rail Vikas Nigam Limited,RVNL,INE415G01027,Civil Construction
542650,Metropolis Healthcare Limited,METROPOLIS,INE112L01020,Healthcare Service Provider
542651,KPIT Technologies Ltd,KPITTECH,INE04I401011,Computers - Software & Consulting
542652,Polycab India Limited,POLYCAB,INE455K01017,Cables - Electricals
542654,V R FILMS & STUDIOS LIMITED,VRFILMS,INE06LG01010,Film Production- Distribution & Exhibition
542655,VIKAS LIFECARE LIMITED,VIKASLIFE,INE161L01027,Trading & Distributors
542665,Neogen Chemicals Limited,NEOGEN,INE136S01016,Specialty Chemicals
542666,G. K. P. Printing & Packaging Limited,GKP,INE05QJ01015,Packaging
542667,White Organic Retail Limited,WORL,INE06CG01019,Trading & Distributors
542668,EVANS ELECTRIC LIMITED,EVANS,INE06TD01010,Diversified Commercial Services
542669,BMW INDUSTRIES LIMITED,BMW,INE374E01021,Iron & Steel Products
542670,Artemis Electricals and Projects Limited,AEPL,INE757T01017,Other Electrical Equipment
542677,Mahesh Developers Limited,MAHESH,INE01MO01013,Residential- Commercial Projects
542678,Cian Healthcare Limited,CHCL,INE05BN01019,Pharmaceuticals
542679,Dhanashree Electronics Limited,DEL,INE413F01016,Other Electrical Equipment
542682,Harish Textile Engineers Limited,HARISH,INE01K301012,Industrial Products
542684,Prakash Pipes Limited,PPL,INE050001010,Plastic Products - Industrial
542685,Digicontent Limited,DGCONTENT,INE03JI01017,Advertising & Media Agencies
542694,Parshva Enterprises Limited,PARSHVA,INE05MV01019,Trading & Distributors
542721,Anand Rayons Limited,ARL,INE02GA01012,Trading - Textile Products
542724,Earum Pharmaceuticals Limited,EARUM,INE060601023,Pharmaceuticals
542725,SBC EXPORTS LIMITED,SBC,INE04AK01028,Diversified Commercial Services
542726,IndiaMART InterMESH Limited,INDIAMART,INE933S01016,Internet & Catalogue Retail
542727,City Pulse Multiplex Limited,CPML,INE056001014,Speciality Retail
542728,SK International Export Limited,SKIEL,INE04ST01013,Gems- Jewellery And Watches
542729,DCM NOUVELLE LIMITED,DCMNVL,INE08KP01019,Other Textile Products
542730,ICICI Prudential Mutual Fund,ICICIBANKN,INF109KC15I8, 
542747,Nippon India Mutual Fund,SNXT50BEES,INF204KB15D0, 
542752,Affle (India) Limited,AFFLE,INE00WC01027,IT Enabled Services
542753,SEACOAST SHIPPING SERVICES LIMITED,SEACOAST,INE277T01024,Logistics Solution Provider
542758,ICICI Prudential Mutual Fund,ICICIBANKP,INF109KC1E35, 
542759,Spandana Sphoorty Financial Limited,SPANDANA,INE572J01011,Microfinance Institutions
542760,STERLING AND WILSON RENEWABLE ENERGY LIMITED,SWSOLAR,INE00M201021,Civil Construction
542770,Alphalogic Techsys Limited,ALPHALOGIC,INE08E401029,Computers - Software & Consulting
542771,Novateor Research Laboratories Limited,NOVATEOR,INE08JY01013,Personal Care
542772,IIFL Wealth Management Limited,IIFLWAM,INE466L01020,Other Financial Services
542773,IIFL Securities Limited,IIFLSEC,INE489L01022,Stockbroking & Allied
542774,MUFIN GREEN FINANCE LIMITED,MUFIN,INE08KJ01012,Non Banking Financial Company (NBFC)
542801,Misquita Engineering Limited,MISQUITA,INE957W01025,Industrial Products
542802,Galactico Corporate Services Limited,GALACTICO,INE906Y01028,Diversified
542803,Vaxfab Enterprises Limited,VEL,INE560T01015,Trading & Distributors
542804,Nippon India Mutual Fund,NIESSPJ,INF204KB12F2, 
542805,Nippon India Mutual Fund,NIESSPI,INF204KB13E3, 
542806,Nippon India Mutual Fund,NIESSPB,INF204KB10E9, 
542807,Nippon India Mutual Fund,NIESSPO,INF204KB10F6, 
542808,Nippon India Mutual Fund,NIESSPC,INF204KB14E1, 
542809,Nippon India Mutual Fund,NIESSPP,INF204KB11F4, 
542810,Nippon India Mutual Fund,NIESSPA,INF204KB18E2, 
542811,Nippon India Mutual Fund,NIESSPG,INF204KB17E4, 
542812,Gujarat Fluorochemicals Limited,FLUOROCHEM,INE09N301011,Specialty Chemicals
542813,Nippon India Mutual Fund,NIEHSPA,INF204KB10G4, 
542814,Nippon India Mutual Fund,NIEHSPB,INF204KB11G2, 
542815,Nippon India Mutual Fund,NIEHSPC,INF204KB12G0, 
542816,Nippon India Mutual Fund,NIEHSPF,INF204KB15G3, 
542817,Nippon India Mutual Fund,NIEHSPI,INF204KB17F1, 
542818,Nippon India Mutual Fund,NIEHSPK,INF204KB18F9, 
542819,Nippon India Mutual Fund,NIEHSPM,INF204KB19F7, 
542820,Nippon India Mutual Fund,NIEHSPN,INF204KB19G5, 
542830,Indian Railway Catering & Tourism Corporation Ltd,IRCTC,INE335Y01020,Tour- Travel Related Services
542836,Nippon India Mutual Fund,NIESSPD,INF204KB15E8, 
542837,Nippon India Mutual Fund,NIESSPE,INF204KB11E7, 
542838,Nippon India Mutual Fund,NIESSPF,INF204KB16E6, 
542839,Nippon India Mutual Fund,NIEHSPD,INF204KB13G8, 
542840,Nippon India Mutual Fund,NIESSPH,INF204KB12E5, 
542841,Nippon India Mutual Fund,NIEHSPE,INF204KB14G6, 
542842,Nippon India Mutual Fund,NIESSPK,INF204KB13F0, 
542843,Nippon India Mutual Fund,NIEHSPG,INF204KB16F3, 
542844,Nippon India Mutual Fund,NIEHSPH,INF204KB16G1, 
542845,Nippon India Mutual Fund,NIEHSPJ,INF204KB17G9, 
542846,Nippon India Mutual Fund,NIEHSPL,INF204KB18G7, 
542847,Nippon India Mutual Fund,NIESSPL,INF204KB19E0, 
542848,Nippon India Mutual Fund,NIESSPM,INF204KB14F8, 
542849,Nippon India Mutual Fund,NIESSPN,INF204KB15F5, 
542850,GOBLIN INDIA LIMITED,GOBLIN,INE492Z01018,Gems- Jewellery And Watches
542851,Gensol Engineering Limited,GENSOL,INE06H201014,Consulting Services
542852,Vishwaraj Sugar Industries Limited,VISHWARAJ,INE430N01022,Sugar
542857,Greenpanel Industries Limited,GREENPANEL,INE08ZM01014,Plywood Boards/ Laminates
